,weight,height,label,predict
3347,0.71,0.76,fat,fat
3348,0.76,0.83,fat,fat
3349,0.5,0.885,thin,thin
3350,0.48,0.835,thin,thin
3351,0.77,0.74,fat,fat
3352,0.36,0.86,thin,thin
3353,0.62,0.635,fat,fat
3354,0.55,0.785,normal,normal
3355,0.63,0.665,fat,fat
3356,0.52,0.72,fat,normal
3357,0.8,0.925,normal,normal
3358,0.63,0.61,fat,fat
3359,0.57,0.855,normal,normal
3360,0.37,0.71,thin,normal
3361,0.48,0.805,normal,thin
3362,0.75,0.985,normal,normal
3363,0.66,0.8,fat,fat
3364,0.45,0.765,normal,normal
3365,0.69,0.705,fat,fat
3366,0.44,0.915,thin,thin
3367,0.61,0.75,fat,fat
3368,0.54,0.68,fat,fat
3369,0.74,0.95,normal,normal
3370,0.41,1.0,thin,thin
3371,0.78,0.96,normal,normal
3372,0.44,0.64,fat,fat
3373,0.49,0.94,thin,thin
3374,0.59,0.625,fat,fat
3375,0.59,0.94,thin,thin
3376,0.47,0.98,thin,thin
3377,0.74,0.67,fat,fat
3378,0.55,0.91,thin,thin
3379,0.37,0.74,thin,thin
3380,0.4,0.785,thin,thin
3381,0.7,0.685,fat,fat
3382,0.74,0.955,normal,normal
3383,0.71,0.715,fat,fat
3384,0.78,0.61,fat,fat
3385,0.43,0.705,normal,normal
3386,0.64,0.8,normal,normal
3387,0.64,0.895,normal,normal
3388,0.55,0.865,thin,thin
3389,0.8,0.835,fat,fat
3390,0.52,0.89,thin,thin
3391,0.42,0.62,fat,fat
3392,0.59,0.65,fat,fat
3393,0.54,0.725,fat,fat
3394,0.8,0.965,normal,normal
3395,0.78,0.815,fat,fat
3396,0.41,0.73,normal,normal
3397,0.7,0.95,normal,normal
3398,0.69,0.775,fat,fat
3399,0.4,0.655,normal,normal
3400,0.69,0.62,fat,fat
3401,0.35,0.855,thin,thin
3402,0.65,0.85,normal,normal
3403,0.52,0.695,fat,fat
3404,0.69,0.92,normal,normal
3405,0.53,0.935,thin,thin
3406,0.35,0.85,thin,thin
3407,0.68,0.66,fat,fat
3408,0.47,0.6,fat,fat
3409,0.42,0.7,normal,normal
3410,0.79,0.945,normal,normal
3411,0.58,0.855,normal,normal
3412,0.66,0.805,fat,fat
3413,0.38,0.795,thin,thin
3414,0.47,0.745,normal,normal
3415,0.56,0.895,thin,thin
3416,0.39,0.935,thin,thin
3417,0.57,0.955,thin,thin
3418,0.35,0.725,thin,thin
3419,0.5,0.835,thin,thin
3420,0.75,0.72,fat,fat
3421,0.79,0.71,fat,fat
3422,0.72,0.685,fat,fat
3423,0.61,0.75,fat,fat
3424,0.45,0.79,thin,thin
3425,0.71,0.805,fat,fat
3426,0.63,0.91,normal,normal
3427,0.6,0.78,normal,normal
3428,0.6,0.84,normal,normal
3429,0.72,0.97,normal,normal
3430,0.7,0.925,normal,normal
3431,0.6,0.925,thin,thin
3432,0.6,0.75,fat,fat
3433,0.46,0.635,fat,fat
3434,0.4,0.82,thin,thin
3435,0.7,0.845,normal,normal
3436,0.5,0.875,thin,thin
3437,0.54,0.69,fat,fat
3438,0.69,0.76,fat,fat
3439,0.45,0.78,thin,thin
3440,0.35,0.825,thin,thin
3441,0.5,0.725,normal,normal
3442,0.61,0.795,normal,normal
3443,0.78,0.835,fat,fat
3444,0.65,0.795,fat,fat
3445,0.58,0.845,normal,normal
3446,0.5,0.635,fat,fat
3447,0.48,0.755,normal,normal
3448,0.69,0.84,normal,normal
3449,0.77,0.865,fat,fat
3450,0.68,0.735,fat,fat
3451,0.69,0.93,normal,normal
3452,0.49,1.0,thin,thin
3453,0.61,0.84,normal,normal
3454,0.68,0.9,normal,normal
3455,0.35,0.755,thin,thin
3456,0.56,0.6,fat,fat
3457,0.61,0.73,fat,fat
3458,0.49,0.75,normal,normal
3459,0.7,0.805,fat,fat
3460,0.5,0.875,thin,thin
3461,0.64,0.91,normal,normal
3462,0.6,0.92,thin,thin
3463,0.51,0.975,thin,thin
3464,0.65,0.785,fat,fat
3465,0.68,0.735,fat,fat
3466,0.52,0.61,fat,fat
3467,0.51,0.895,thin,thin
3468,0.69,0.76,fat,fat
3469,0.79,0.63,fat,fat
3470,0.55,0.72,fat,fat
3471,0.61,0.68,fat,fat
3472,0.55,0.815,normal,normal
3473,0.73,0.895,normal,normal
3474,0.69,0.825,fat,fat
3475,0.55,0.93,thin,thin
3476,0.43,0.73,normal,normal
3477,0.42,0.96,thin,thin
3478,0.42,1.0,thin,thin
3479,0.6,0.96,thin,thin
3480,0.64,0.775,fat,fat
3481,0.7,0.93,normal,normal
3482,0.68,0.815,fat,fat
3483,0.78,0.62,fat,fat
3484,0.43,0.93,thin,thin
3485,0.7,0.835,fat,normal
3486,0.77,0.925,normal,normal
3487,0.66,0.68,fat,fat
3488,0.45,0.865,thin,thin
3489,0.71,0.95,normal,normal
3490,0.77,0.98,normal,normal
3491,0.53,0.905,thin,thin
3492,0.37,0.96,thin,thin
3493,0.75,0.96,normal,normal
3494,0.77,0.905,normal,normal
3495,0.69,0.81,fat,fat
3496,0.38,0.995,thin,thin
3497,0.61,0.94,thin,thin
3498,0.53,0.845,normal,thin
3499,0.51,0.98,thin,thin
3500,0.48,0.83,thin,thin
3501,0.57,0.745,fat,fat
3502,0.39,0.915,thin,thin
3503,0.71,0.955,normal,normal
3504,0.46,0.885,thin,thin
3505,0.58,0.66,fat,fat
3506,0.4,0.865,thin,thin
3507,0.35,0.735,thin,thin
3508,0.44,0.81,thin,thin
3509,0.72,0.785,fat,fat
3510,0.64,0.73,fat,fat
3511,0.67,0.935,normal,normal
3512,0.64,0.73,fat,fat
3513,0.4,1.0,thin,thin
3514,0.64,0.62,fat,fat
3515,0.43,0.81,thin,thin
3516,0.72,0.795,fat,fat
3517,0.76,0.61,fat,fat
3518,0.8,0.71,fat,fat
3519,0.62,0.925,thin,thin
3520,0.66,0.835,normal,normal
3521,0.39,0.915,thin,thin
3522,0.61,0.93,thin,thin
3523,0.59,0.9,thin,thin
3524,0.55,0.72,fat,fat
3525,0.53,0.77,normal,normal
3526,0.6,0.935,thin,thin
3527,0.5,0.9,thin,thin
3528,0.78,0.84,fat,fat
3529,0.43,0.955,thin,thin
3530,0.52,0.905,thin,thin
3531,0.78,0.915,normal,normal
3532,0.66,0.65,fat,fat
3533,0.46,0.935,thin,thin
3534,0.73,0.845,fat,fat
3535,0.67,0.815,fat,fat
3536,0.53,0.95,thin,thin
3537,0.78,0.85,fat,fat
3538,0.57,0.93,thin,thin
3539,0.64,0.855,normal,normal
3540,0.41,0.76,thin,thin
3541,0.56,0.93,thin,thin
3542,0.7,0.91,normal,normal
3543,0.65,0.74,fat,fat
3544,0.79,0.62,fat,fat
3545,0.79,0.72,fat,fat
3546,0.69,0.815,fat,fat
3547,0.37,0.78,thin,thin
3548,0.76,0.75,fat,fat
3549,0.62,0.77,fat,fat
3550,0.7,0.855,normal,normal
3551,0.64,1.0,thin,thin
3552,0.76,0.86,fat,fat
3553,0.72,0.775,fat,fat
3554,0.72,0.71,fat,fat
3555,0.69,0.61,fat,fat
3556,0.44,0.91,thin,thin
3557,0.61,0.945,thin,thin
3558,0.58,0.835,normal,normal
3559,0.52,0.705,fat,fat
3560,0.54,0.94,thin,thin
3561,0.51,0.67,fat,fat
3562,0.67,0.94,normal,normal
3563,0.73,0.945,normal,normal
3564,0.61,0.63,fat,fat
3565,0.58,0.91,thin,thin
3566,0.5,0.7,fat,fat
3567,0.57,0.88,thin,thin
3568,0.62,0.915,normal,normal
3569,0.71,0.725,fat,fat
3570,0.58,0.7,fat,fat
3571,0.62,0.78,fat,fat
3572,0.7,0.705,fat,fat
3573,0.75,0.805,fat,fat
3574,0.47,0.645,fat,fat
3575,0.77,0.87,fat,fat
3576,0.58,0.99,thin,thin
3577,0.59,0.91,thin,thin
3578,0.56,0.815,normal,normal
3579,0.56,0.87,thin,thin
3580,0.38,0.995,thin,thin
3581,0.78,0.68,fat,fat
3582,0.48,0.805,normal,thin
3583,0.46,0.73,normal,normal
3584,0.48,0.755,normal,normal
3585,0.61,0.66,fat,fat
3586,0.79,0.72,fat,fat
3587,0.49,1.0,thin,thin
3588,0.39,0.665,normal,normal
3589,0.59,0.78,normal,normal
3590,0.75,0.81,fat,fat
3591,0.44,0.945,thin,thin
3592,0.49,0.87,thin,thin
3593,0.78,0.605,fat,fat
3594,0.7,0.96,normal,normal
3595,0.51,0.895,thin,thin
3596,0.39,0.815,thin,thin
3597,0.45,0.7,normal,normal
3598,0.37,0.605,fat,fat
3599,0.63,0.905,normal,normal
3600,0.66,0.625,fat,fat
3601,0.53,0.81,normal,normal
3602,0.57,0.9,thin,thin
3603,0.67,0.825,normal,normal
3604,0.71,0.94,normal,normal
3605,0.76,0.71,fat,fat
3606,0.35,0.615,normal,normal
3607,0.72,0.675,fat,fat
3608,0.68,0.94,normal,normal
3609,0.46,0.88,thin,thin
3610,0.64,0.88,normal,normal
3611,0.38,0.885,thin,thin
3612,0.36,0.69,normal,normal
3613,0.4,1.0,thin,thin
3614,0.56,0.94,thin,thin
3615,0.37,0.945,thin,thin
3616,0.45,0.74,normal,normal
3617,0.68,0.705,fat,fat
3618,0.38,0.785,thin,thin
3619,0.44,0.84,thin,thin
3620,0.4,0.745,thin,thin
3621,0.73,0.84,fat,fat
3622,0.54,1.0,thin,thin
3623,0.6,0.88,normal,normal
3624,0.67,0.85,normal,normal
3625,0.57,0.995,thin,thin
3626,0.54,0.71,fat,fat
3627,0.77,0.695,fat,fat
3628,0.43,0.78,thin,thin
3629,0.38,0.71,normal,normal
3630,0.41,0.79,thin,thin
3631,0.76,0.9,normal,normal
3632,0.47,0.81,thin,thin
3633,0.79,0.94,normal,normal
3634,0.66,0.97,thin,thin
3635,0.48,0.635,fat,fat
3636,0.5,0.715,normal,normal
3637,0.57,0.865,normal,normal
3638,0.41,0.875,thin,thin
3639,0.57,0.85,normal,normal
3640,0.63,0.93,thin,thin
3641,0.58,0.705,fat,fat
3642,0.38,0.81,thin,thin
3643,0.75,0.825,fat,fat
3644,0.67,0.975,thin,thin
3645,0.78,0.685,fat,fat
3646,0.59,0.935,thin,thin
3647,0.78,0.675,fat,fat
3648,0.42,0.68,normal,normal
3649,0.35,0.775,thin,thin
3650,0.79,0.965,normal,normal
3651,0.38,0.655,normal,normal
3652,0.56,0.97,thin,thin
3653,0.77,0.615,fat,fat
3654,0.73,0.77,fat,fat
3655,0.5,0.77,normal,normal
3656,0.8,0.77,fat,fat
3657,0.62,0.92,thin,thin
3658,0.46,0.995,thin,thin
3659,0.41,0.81,thin,thin
3660,0.65,0.965,thin,thin
3661,0.42,0.84,thin,thin
3662,0.42,0.795,thin,thin
3663,0.43,0.96,thin,thin
3664,0.56,0.99,thin,thin
3665,0.46,0.895,thin,thin
3666,0.71,0.91,normal,normal
3667,0.48,0.95,thin,thin
3668,0.57,0.925,thin,thin
3669,0.76,0.98,normal,normal
3670,0.35,0.835,thin,thin
3671,0.56,0.735,fat,fat
3672,0.59,0.6,fat,fat
3673,0.44,0.73,normal,normal
3674,0.55,0.98,thin,thin
3675,0.56,0.8,normal,normal
3676,0.77,0.72,fat,fat
3677,0.47,0.7,normal,normal
3678,0.43,0.995,thin,thin
3679,0.59,0.76,fat,fat
3680,0.38,0.615,fat,fat
3681,0.66,0.935,normal,normal
3682,0.54,0.69,fat,fat
3683,0.77,0.62,fat,fat
3684,0.72,0.95,normal,normal
3685,0.69,0.905,normal,normal
3686,0.68,0.83,normal,normal
3687,0.75,0.695,fat,fat
3688,0.72,0.825,fat,fat
3689,0.8,0.79,fat,fat
3690,0.56,0.875,thin,thin
3691,0.55,0.78,normal,normal
3692,0.65,0.835,normal,normal
3693,0.67,0.965,thin,thin
3694,0.79,0.65,fat,fat
3695,0.51,0.885,thin,thin
3696,0.75,0.695,fat,fat
3697,0.53,0.65,fat,fat
3698,0.71,0.94,normal,normal
3699,0.58,0.635,fat,fat
3700,0.73,0.685,fat,fat
3701,0.64,0.925,normal,normal
3702,0.71,0.825,fat,fat
3703,0.65,0.685,fat,fat
3704,0.53,0.945,thin,thin
3705,0.4,0.765,thin,thin
3706,0.76,0.625,fat,fat
3707,0.74,1.0,normal,normal
3708,0.4,0.635,normal,normal
3709,0.72,0.61,fat,fat
3710,0.57,0.825,normal,normal
3711,0.68,0.695,fat,fat
3712,0.65,0.93,normal,normal
3713,0.72,0.93,normal,normal
3714,0.36,0.785,thin,thin
3715,0.76,0.975,normal,normal
3716,0.64,0.645,fat,fat
3717,0.45,0.635,fat,fat
3718,0.6,0.86,normal,normal
3719,0.49,0.655,fat,fat
3720,0.38,0.775,thin,thin
3721,0.51,0.69,fat,fat
3722,0.75,0.645,fat,fat
3723,0.45,0.65,fat,fat
3724,0.44,0.69,normal,normal
3725,0.54,0.665,fat,fat
3726,0.47,1.0,thin,thin
3727,0.42,0.99,thin,thin
3728,0.49,0.825,thin,thin
3729,0.7,0.7,fat,fat
3730,0.4,0.775,thin,thin
3731,0.74,0.84,fat,fat
3732,0.54,0.85,normal,normal
3733,0.72,0.675,fat,fat
3734,0.47,0.785,normal,normal
3735,0.57,0.725,fat,fat
3736,0.76,0.755,fat,fat
3737,0.66,0.71,fat,fat
3738,0.38,0.935,thin,thin
3739,0.36,0.76,thin,thin
3740,0.38,0.78,thin,thin
3741,0.46,0.94,thin,thin
3742,0.38,0.69,normal,normal
3743,0.73,0.975,normal,normal
3744,0.61,0.95,thin,thin
3745,0.74,0.92,normal,normal
3746,0.53,0.975,thin,thin
3747,0.65,0.995,thin,thin
3748,0.53,0.88,thin,thin
3749,0.58,0.775,normal,normal
3750,0.65,0.91,normal,normal
3751,0.42,0.9,thin,thin
3752,0.47,0.875,thin,thin
3753,0.6,0.865,normal,normal
3754,0.52,0.69,fat,fat
3755,0.44,0.82,thin,thin
3756,0.39,0.91,thin,thin
3757,0.8,0.675,fat,fat
3758,0.76,0.985,normal,normal
3759,0.4,0.9,thin,thin
3760,0.36,0.64,normal,normal
3761,0.49,0.9,thin,thin
3762,0.43,0.83,thin,thin
3763,0.54,0.815,normal,normal
3764,0.42,0.89,thin,thin
3765,0.58,0.8,normal,normal
3766,0.56,0.885,thin,thin
3767,0.56,0.69,fat,fat
3768,0.77,0.865,fat,fat
3769,0.42,0.985,thin,thin
3770,0.67,0.835,normal,normal
3771,0.47,0.65,fat,fat
3772,0.72,0.805,fat,fat
3773,0.7,0.755,fat,fat
3774,0.38,0.87,thin,thin
3775,0.39,0.635,normal,normal
3776,0.61,0.985,thin,thin
3777,0.47,0.96,thin,thin
3778,0.69,0.785,fat,fat
3779,0.39,0.785,thin,thin
3780,0.78,0.79,fat,fat
3781,0.42,0.95,thin,thin
3782,0.42,0.87,thin,thin
3783,0.69,0.97,thin,normal
3784,0.52,0.68,fat,fat
3785,0.36,0.7,thin,normal
3786,0.57,0.655,fat,fat
3787,0.49,0.68,fat,fat
3788,0.47,0.865,thin,thin
3789,0.67,0.825,normal,normal
3790,0.6,0.775,normal,normal
3791,0.72,0.98,normal,normal
3792,0.61,0.845,normal,normal
3793,0.47,0.78,normal,normal
3794,0.43,0.915,thin,thin
3795,0.68,0.74,fat,fat
3796,0.42,0.775,thin,thin
3797,0.39,0.7,normal,normal
3798,0.66,0.685,fat,fat
3799,0.72,0.945,normal,normal
3800,0.45,0.675,normal,normal
3801,0.73,0.88,normal,normal
3802,0.76,0.655,fat,fat
3803,0.77,0.645,fat,fat
3804,0.69,0.99,thin,thin
3805,0.62,0.985,thin,thin
3806,0.41,0.82,thin,thin
3807,0.49,0.8,normal,normal
3808,0.59,0.92,thin,thin
3809,0.77,0.78,fat,fat
3810,0.66,0.94,normal,normal
3811,0.63,0.87,normal,normal
3812,0.39,0.72,normal,normal
3813,0.54,0.92,thin,thin
3814,0.44,0.9,thin,thin
3815,0.41,0.755,thin,thin
3816,0.75,0.675,fat,fat
3817,0.78,0.775,fat,fat
3818,0.55,0.605,fat,fat
3819,0.38,0.795,thin,thin
3820,0.73,0.845,fat,fat
3821,0.77,0.74,fat,fat
3822,0.49,1.0,thin,thin
3823,0.53,0.775,normal,normal
3824,0.44,0.845,thin,thin
3825,0.72,0.89,normal,normal
3826,0.64,0.995,thin,thin
3827,0.49,0.62,fat,fat
3828,0.51,0.96,thin,thin
3829,0.59,0.75,fat,fat
3830,0.67,0.875,normal,normal
3831,0.76,0.785,fat,fat
3832,0.66,0.815,normal,normal
3833,0.58,0.81,normal,normal
3834,0.54,0.905,thin,thin
3835,0.42,0.795,thin,thin
3836,0.4,0.935,thin,thin
3837,0.56,0.935,thin,thin
3838,0.65,0.68,fat,fat
3839,0.52,0.98,thin,thin
3840,0.47,0.765,normal,normal
3841,0.52,0.955,thin,thin
3842,0.35,0.915,thin,thin
3843,0.4,0.87,thin,thin
3844,0.73,0.92,normal,normal
3845,0.73,0.75,fat,fat
3846,0.44,0.74,normal,normal
3847,0.38,0.875,thin,thin
3848,0.51,0.75,normal,normal
3849,0.76,0.775,fat,fat
3850,0.54,0.76,normal,normal
3851,0.71,0.65,fat,fat
3852,0.49,0.92,thin,thin
3853,0.59,0.795,normal,normal
3854,0.56,0.915,thin,thin
3855,0.44,0.615,fat,fat
3856,0.5,0.815,normal,normal
3857,0.71,1.0,thin,thin
3858,0.71,0.775,fat,fat
3859,0.62,0.765,fat,fat
3860,0.35,0.64,normal,normal
3861,0.49,0.745,normal,normal
3862,0.56,0.875,thin,thin
3863,0.37,0.98,thin,thin
3864,0.72,0.8,fat,fat
3865,0.57,0.86,normal,normal
3866,0.43,0.995,thin,thin
3867,0.47,0.615,fat,fat
3868,0.72,0.73,fat,fat
3869,0.79,0.925,normal,normal
3870,0.63,0.685,fat,fat
3871,0.6,0.625,fat,fat
3872,0.74,0.93,normal,normal
3873,0.57,0.915,thin,thin
3874,0.79,0.625,fat,fat
3875,0.6,0.8,normal,normal
3876,0.41,0.84,thin,thin
3877,0.64,0.885,normal,normal
3878,0.47,0.72,normal,normal
3879,0.41,0.775,thin,thin
3880,0.75,0.765,fat,fat
3881,0.5,0.905,thin,thin
3882,0.43,0.965,thin,thin
3883,0.76,0.765,fat,fat
3884,0.4,0.815,thin,thin
3885,0.41,0.925,thin,thin
3886,0.41,0.775,thin,thin
3887,0.44,0.92,thin,thin
3888,0.67,0.87,normal,normal
3889,0.63,0.625,fat,fat
3890,0.66,0.64,fat,fat
3891,0.46,0.805,thin,thin
3892,0.66,0.63,fat,fat
3893,0.51,0.905,thin,thin
3894,0.78,0.95,normal,normal
3895,0.7,0.78,fat,fat
3896,0.46,0.87,thin,thin
3897,0.46,0.74,normal,normal
3898,0.78,0.895,normal,normal
3899,0.58,0.815,normal,normal
3900,0.56,0.795,normal,normal
3901,0.5,0.9,thin,thin
3902,0.8,0.6,fat,fat
3903,0.76,0.745,fat,fat
3904,0.61,0.78,fat,normal
3905,0.62,0.705,fat,fat
3906,0.67,0.675,fat,fat
3907,0.78,0.85,fat,fat
3908,0.46,0.865,thin,thin
3909,0.67,0.745,fat,fat
3910,0.73,0.68,fat,fat
3911,0.45,0.635,fat,fat
3912,0.45,0.815,thin,thin
3913,0.53,0.815,normal,normal
3914,0.35,0.715,thin,thin
3915,0.42,1.0,thin,thin
3916,0.6,0.91,thin,thin
3917,0.8,0.685,fat,fat
3918,0.46,0.97,thin,thin
3919,0.63,0.675,fat,fat
3920,0.72,0.605,fat,fat
3921,0.5,0.725,normal,normal
3922,0.76,0.86,fat,fat
3923,0.66,0.67,fat,fat
3924,0.53,0.895,thin,thin
3925,0.69,0.895,normal,normal
3926,0.56,0.7,fat,fat
3927,0.35,0.895,thin,thin
3928,0.51,0.99,thin,thin
3929,0.52,0.92,thin,thin
3930,0.37,0.97,thin,thin
3931,0.56,0.805,normal,normal
3932,0.74,0.845,fat,fat
3933,0.73,0.675,fat,fat
3934,0.75,0.74,fat,fat
3935,0.8,0.76,fat,fat
3936,0.37,0.625,normal,normal
3937,0.49,1.0,thin,thin
3938,0.38,0.685,normal,normal
3939,0.59,0.67,fat,fat
3940,0.49,0.785,normal,normal
3941,0.36,0.62,normal,normal
3942,0.55,0.655,fat,fat
3943,0.73,0.82,fat,fat
3944,0.67,0.835,normal,normal
3945,0.54,0.77,normal,normal
3946,0.48,0.695,normal,normal
3947,0.44,0.75,normal,normal
3948,0.47,0.73,normal,normal
3949,0.49,0.975,thin,thin
3950,0.58,0.82,normal,normal
3951,0.8,0.61,fat,fat
3952,0.4,0.675,normal,normal
3953,0.39,0.745,thin,thin
3954,0.36,0.83,thin,thin
3955,0.72,0.725,fat,fat
3956,0.4,0.79,thin,thin
3957,0.68,0.945,normal,normal
3958,0.4,0.62,fat,fat
3959,0.79,0.71,fat,fat
3960,0.7,0.745,fat,fat
3961,0.45,0.795,thin,thin
3962,0.74,0.86,fat,normal
3963,0.35,0.625,normal,normal
3964,0.44,0.6,fat,fat
3965,0.65,0.97,thin,thin
3966,0.4,0.855,thin,thin
3967,0.5,0.66,fat,fat
3968,0.54,0.66,fat,fat
3969,0.6,0.945,thin,thin
3970,0.52,0.86,thin,thin
3971,0.69,0.89,normal,normal
3972,0.69,0.64,fat,fat
3973,0.66,0.69,fat,fat
3974,0.71,0.81,fat,fat
3975,0.48,0.96,thin,thin
3976,0.64,0.96,thin,thin
3977,0.53,0.83,normal,normal
3978,0.56,0.84,normal,normal
3979,0.53,0.825,normal,normal
3980,0.47,0.77,normal,normal
3981,0.71,0.93,normal,normal
3982,0.76,0.625,fat,fat
3983,0.42,0.655,normal,normal
3984,0.44,0.795,thin,thin
3985,0.75,0.775,fat,fat
3986,0.76,0.63,fat,fat
3987,0.69,0.88,normal,normal
3988,0.64,0.91,normal,normal
3989,0.63,0.995,thin,thin
3990,0.72,1.0,thin,thin
3991,0.53,0.61,fat,fat
3992,0.42,0.91,thin,thin
3993,0.71,0.72,fat,fat
3994,0.7,0.775,fat,fat
3995,0.56,0.685,fat,fat
3996,0.53,0.645,fat,fat
3997,0.38,0.705,normal,normal
3998,0.48,0.745,normal,normal
3999,0.63,0.89,normal,normal
4000,0.8,0.685,fat,fat
4001,0.67,0.9,normal,normal
4002,0.36,0.92,thin,thin
4003,0.7,0.825,fat,fat
4004,0.6,0.825,normal,normal
4005,0.44,0.86,thin,thin
4006,0.8,0.91,normal,normal
4007,0.38,0.78,thin,thin
4008,0.74,0.735,fat,fat
4009,0.61,0.605,fat,fat
4010,0.52,0.675,fat,fat
4011,0.39,0.88,thin,thin
4012,0.69,0.82,fat,fat
4013,0.37,0.94,thin,thin
4014,0.74,0.82,fat,fat
4015,0.47,0.71,normal,normal
4016,0.57,0.635,fat,fat
4017,0.37,0.715,thin,thin
4018,0.6,0.645,fat,fat
4019,0.37,0.98,thin,thin
4020,0.73,0.94,normal,normal
4021,0.76,0.67,fat,fat
4022,0.41,0.685,normal,normal
4023,0.71,0.87,normal,normal
4024,0.54,0.715,fat,fat
4025,0.58,0.895,thin,thin
4026,0.43,0.685,normal,normal
4027,0.56,0.875,thin,thin
4028,0.69,0.985,thin,thin
4029,0.35,0.94,thin,thin
4030,0.73,0.755,fat,fat
4031,0.73,0.755,fat,fat
4032,0.41,0.705,normal,normal
4033,0.65,0.625,fat,fat
4034,0.79,0.91,normal,normal
4035,0.61,0.605,fat,fat
4036,0.65,0.76,fat,fat
4037,0.57,0.62,fat,fat
4038,0.37,0.65,normal,normal
4039,0.62,0.89,normal,normal
4040,0.73,0.89,normal,normal
4041,0.61,0.705,fat,fat
4042,0.68,0.705,fat,fat
4043,0.39,0.665,normal,normal
4044,0.44,0.725,normal,normal
4045,0.75,0.875,normal,normal
4046,0.45,0.8,thin,thin
4047,0.74,0.655,fat,fat
4048,0.51,0.73,normal,normal
4049,0.45,0.785,thin,thin
4050,0.42,0.65,normal,normal
4051,0.42,0.71,normal,normal
4052,0.49,0.69,fat,fat
4053,0.62,0.985,thin,thin
4054,0.63,0.6,fat,fat
4055,0.69,1.0,thin,thin
4056,0.71,0.745,fat,fat
4057,0.7,0.975,thin,normal
4058,0.75,0.755,fat,fat
4059,0.79,0.645,fat,fat
4060,0.62,0.795,normal,normal
4061,0.63,0.795,normal,normal
4062,0.5,0.725,normal,normal
4063,0.67,0.825,normal,normal
4064,0.79,0.965,normal,normal
4065,0.36,0.93,thin,thin
4066,0.57,0.855,normal,normal
4067,0.68,0.745,fat,fat
4068,0.75,0.94,normal,normal
4069,0.47,0.855,thin,thin
4070,0.71,0.605,fat,fat
4071,0.62,0.875,normal,normal
4072,0.5,0.645,fat,fat
4073,0.7,0.935,normal,normal
4074,0.37,0.82,thin,thin
4075,0.37,0.82,thin,thin
4076,0.7,0.845,normal,normal
4077,0.59,0.865,normal,normal
4078,0.76,0.915,normal,normal
4079,0.51,0.765,normal,normal
4080,0.78,0.61,fat,fat
4081,0.53,0.715,fat,fat
4082,0.74,0.655,fat,fat
4083,0.75,0.83,fat,fat
4084,0.66,0.93,normal,normal
4085,0.76,0.885,normal,normal
4086,0.38,0.61,fat,fat
4087,0.36,0.725,thin,thin
4088,0.4,0.81,thin,thin
4089,0.7,0.95,normal,normal
4090,0.65,0.96,thin,thin
4091,0.67,0.95,normal,normal
4092,0.73,0.795,fat,fat
4093,0.49,0.745,normal,normal
4094,0.66,0.695,fat,fat
4095,0.53,0.7,fat,fat
4096,0.44,0.76,normal,normal
4097,0.56,0.945,thin,thin
4098,0.74,0.645,fat,fat
4099,0.7,0.68,fat,fat
4100,0.38,0.99,thin,thin
4101,0.57,0.915,thin,thin
4102,0.77,1.0,normal,normal
4103,0.5,0.9,thin,thin
4104,0.56,0.96,thin,thin
4105,0.69,0.66,fat,fat
4106,0.56,0.82,normal,normal
4107,0.53,0.74,normal,normal
4108,0.69,0.68,fat,fat
4109,0.42,0.935,thin,thin
4110,0.72,0.985,normal,normal
4111,0.75,0.935,normal,normal
4112,0.72,0.9,normal,normal
4113,0.76,0.735,fat,fat
4114,0.68,0.93,normal,normal
4115,0.62,0.835,normal,normal
4116,0.53,0.655,fat,fat
4117,0.55,0.605,fat,fat
4118,0.57,0.64,fat,fat
4119,0.56,0.985,thin,thin
4120,0.77,0.72,fat,fat
4121,0.64,0.855,normal,normal
4122,0.55,0.92,thin,thin
4123,0.78,0.895,normal,normal
4124,0.7,0.66,fat,fat
4125,0.62,0.615,fat,fat
4126,0.79,0.87,fat,fat
4127,0.71,0.96,normal,normal
4128,0.63,0.68,fat,fat
4129,0.36,0.735,thin,thin
4130,0.39,0.815,thin,thin
4131,0.48,0.715,normal,normal
4132,0.48,0.675,fat,fat
4133,0.64,0.835,normal,normal
4134,0.68,0.87,normal,normal
4135,0.4,0.67,normal,normal
4136,0.47,0.7,normal,normal
4137,0.56,0.745,fat,fat
4138,0.68,0.94,normal,normal
4139,0.55,0.88,thin,thin
4140,0.44,0.695,normal,normal
4141,0.71,0.825,fat,fat
4142,0.53,0.615,fat,fat
4143,0.54,0.775,normal,normal
4144,0.58,0.63,fat,fat
4145,0.78,0.79,fat,fat
4146,0.7,0.765,fat,fat
4147,0.8,0.785,fat,fat
4148,0.41,0.875,thin,thin
4149,0.72,0.715,fat,fat
4150,0.36,0.845,thin,thin
4151,0.57,0.745,fat,fat
4152,0.59,0.605,fat,fat
4153,0.73,0.845,fat,fat
4154,0.38,0.61,fat,fat
4155,0.69,0.72,fat,fat
4156,0.54,0.745,normal,normal
4157,0.4,0.81,thin,thin
4158,0.38,0.88,thin,thin
4159,0.63,0.655,fat,fat
4160,0.45,0.74,normal,normal
4161,0.55,0.885,thin,thin
4162,0.46,0.885,thin,thin
4163,0.73,0.87,normal,normal
4164,0.72,0.94,normal,normal
4165,0.75,0.84,fat,fat
4166,0.45,0.735,normal,normal
4167,0.58,0.92,thin,thin
4168,0.58,0.79,normal,normal
